267.30766239155184, 242.32593164246086, 249.27923969877656, 272.6507020065417, 245.7893266991237
244.2685531664813, 257.587227691701, 353.0859123291966, 245.74857178766194, 250.53016922904587
213.31883982645155, 264.4270926056785, 267.7933459363401, 292.2122659530428, 231.91995917546703
277.9296528123584, 336.5404327203039, 244.32581116238936, 315.68746368319376, 250.357565624381
263.4851274586905, 262.95962045146604, 205.21536546118136, 236.6238529305417, 196.742691789278
303.6872835266962, 270.13727884717997, 192.21261538186184, 204.1529310024087, 257.98296405625774
105.67043453080683, 43.43281128074108, 132.33737111676973, 54.20483150076128, 106.09045502822326
283.9426930878199, 256.4519995356854, 283.1904909936781, 213.2555767887817, 224.16575805090827
249.274413597566, 225.61151209356692, 227.10909709276106, 247.81070235865843, 274.04107237818005
236.94180079458843, 173.44664545504617, 208.00698404130748, 230.5562251888422, 221.7364297631101
245.28312873827738, 207.5638005730505, 205.25872019979772, 350.16970571587245, 227.87203538377693
214.12759530614142, 247.34912715060466, 200.40800882159553, 170.125991617328, 223.04483003942167
291.38077433857245, 217.6354538363088, 192.62745717295292, 210.46951327824718, 260.9572068544908
238.3074690032523, 230.54290111501783, 224.27210910829066, 246.84034747530973, 216.8915993571516
208.41364616378507, 245.8606388219241, 292.3379316566351, 244.5445973504493, 209.5796002042227
237.88022449447163, 188.65179290628856, 232.91540322703472, 247.59951288506517, 243.35434945909574
229.33647427730773, 199.29751086534878, 239.88214111117674, 190.34618324445435, 193.07282880240226
258.00234031124216, 250.99725310383792, 217.38159553418083, 252.1712089974099, 204.7231647575901
